epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2491.54,1.16851,1.06037,1.36622,0.85286,0.76959,0.85275,0.55967,1.17462,1.34684,1.35027,0.006535,0.006535,0.006535
44,2550.16,1.18018,1.06862,1.37242,0.83472,0.7825,0.8496,0.56481,1.14844,1.37536,1.31334,0.0064525,0.0064525,0.0064525
45,2607.5,1.16748,1.06058,1.35611,0.82486,0.76858,0.83682,0.54844,1.15524,1.43478,1.3239,0.00637,0.00637,0.00637
46,2664.68,1.15862,1.03964,1.35485,0.84391,0.79762,0.86054,0.57359,1.13916,1.51393,1.30459,0.0062875,0.0062875,0.0062875
47,2722.03,1.15106,1.02989,1.35079,0.8398,0.77894,0.85499,0.57243,1.13387,1.3586,1.30258,0.006205,0.006205,0.006205
48,2779.3,1.14945,1.03253,1.34584,0.84221,0.77329,0.85011,0.56748,1.16165,1.40068,1.32418,0.0061225,0.0061225,0.0061225
49,2836.63,1.1359,1.01629,1.34195,0.87455,0.79205,0.87231,0.58109,1.13315,1.52109,1.30295,0.00604,0.00604,0.00604
50,2894.06,1.13903,1.00459,1.34206,0.86125,0.78774,0.86144,0.58137,1.12222,1.40228,1.29219,0.0059575,0.0059575,0.0059575
51,2951.33,1.1277,1.00463,1.33754,0.86227,0.7827,0.8584,0.5776,1.12669,1.35898,1.29302,0.005875,0.005875,0.005875
52,3008.7,1.13122,0.99781,1.3374,0.84858,0.79331,0.86262,0.57909,1.1209,1.23174,1.29404,0.0057925,0.0057925,0.0057925
53,3066.21,1.14131,0.99877,1.34221,0.86223,0.78882,0.86229,0.58709,1.11732,1.25515,1.28835,0.00571,0.00571,0.00571
54,3123.64,1.13033,0.98858,1.33773,0.87475,0.79517,0.87152,0.58907,1.11753,1.49696,1.28267,0.0056275,0.0056275,0.0056275
55,3184.5,1.11692,1.0116,1.32996,0.86518,0.79379,0.8697,0.58665,1.12057,1.4326,1.28969,0.005545,0.005545,0.005545
56,3242.96,1.12063,0.99228,1.33315,0.85563,0.79094,0.86808,0.589,1.11589,1.33215,1.27898,0.0054625,0.0054625,0.0054625
57,3300.35,1.11199,0.96705,1.32433,0.86476,0.79942,0.87008,0.59195,1.10901,1.41413,1.281,0.00538,0.00538,0.00538
58,3357.71,1.1125,0.97393,1.32486,0.84567,0.80466,0.866,0.58917,1.10584,1.24103,1.28583,0.0052975,0.0052975,0.0052975
59,3414.99,1.11497,0.97045,1.32583,0.87065,0.78553,0.87041,0.592,1.10443,1.16969,1.28452,0.005215,0.005215,0.005215
60,3473.19,1.09939,0.96086,1.31734,0.87039,0.79744,0.86997,0.59006,1.11531,1.24703,1.28716,0.0051325,0.0051325,0.0051325
61,3530.56,1.11438,0.97159,1.32096,0.85731,0.80863,0.87032,0.59094,1.10787,1.3396,1.28333,0.00505,0.00505,0.00505
62,3588.02,1.09514,0.95046,1.31033,0.85632,0.80356,0.87341,0.59028,1.10598,1.29175,1.27666,0.0049675,0.0049675,0.0049675
63,3645.28,1.10691,0.9656,1.31952,0.86638,0.80721,0.87942,0.59589,1.09691,1.31488,1.26774,0.004885,0.004885,0.004885
64,3702.59,1.08039,0.94506,1.304,0.8677,0.80442,0.87771,0.59724,1.09432,1.26007,1.26595,0.0048025,0.0048025,0.0048025
65,3762.53,1.08319,0.93185,1.30451,0.87379,0.80453,0.87955,0.59882,1.08844,1.26653,1.26367,0.00472,0.00472,0.00472
66,3819.69,1.08678,0.94169,1.30615,0.88445,0.80019,0.88063,0.60335,1.08528,1.23041,1.2651,0.0046375,0.0046375,0.0046375
67,3877.01,1.07986,0.93773,1.3015,0.89247,0.79586,0.87929,0.60102,1.08873,1.28653,1.26636,0.004555,0.004555,0.004555
68,3934.34,1.0739,0.9215,1.29465,0.88563,0.79586,0.88235,0.60246,1.08375,1.30491,1.26104,0.0044725,0.0044725,0.0044725
69,3991.69,1.07949,0.91256,1.29813,0.89758,0.79616,0.8821,0.60108,1.08802,1.30357,1.26524,0.00439,0.00439,0.00439
70,4048.98,1.06011,0.91756,1.29138,0.88596,0.79871,0.87943,0.60115,1.09461,1.29751,1.27057,0.0043075,0.0043075,0.0043075
71,4106.45,1.0743,0.9168,1.29825,0.8784,0.79868,0.87736,0.60062,1.09117,1.25584,1.2673,0.004225,0.004225,0.004225
72,4163.95,1.06916,0.91365,1.29294,0.88039,0.80342,0.87716,0.59961,1.08353,1.26092,1.2612,0.0041425,0.0041425,0.0041425
73,4221.22,1.06207,0.90553,1.28186,0.8942,0.7968,0.88206,0.59964,1.0854,1.2499,1.26172,0.00406,0.00406,0.00406
74,4279.03,1.05063,0.8951,1.2917,0.89045,0.79868,0.87942,0.60149,1.08769,1.25391,1.26359,0.0039775,0.0039775,0.0039775
75,4337.34,1.05315,0.89237,1.28591,0.88986,0.79736,0.87693,0.60131,1.08713,1.25927,1.26383,0.003895,0.003895,0.003895
76,4395.84,1.05828,0.88492,1.2846,0.88103,0.79647,0.87598,0.60214,1.08572,1.24118,1.2621,0.0038125,0.0038125,0.0038125
