epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,2386.69,1.05582,1.05081,1.40658,0.84486,0.79666,0.84829,0.54257,1.22979,3.3837,1.47891,0.004885,0.004885,0.004885
64,2424.54,1.04286,1.01594,1.38919,0.80336,0.79158,0.85008,0.53797,1.19658,2.65463,1.46269,0.0048025,0.0048025,0.0048025
65,2462.37,1.02845,1.00697,1.38022,0.86826,0.73948,0.84537,0.53742,1.19485,2.41787,1.45562,0.00472,0.00472,0.00472
66,2500.04,1.02771,1.0118,1.37769,0.86207,0.76403,0.85039,0.52929,1.17804,2.60475,1.43876,0.0046375,0.0046375,0.0046375
67,2537.78,1.01734,1.01353,1.38026,0.817,0.77756,0.83625,0.52864,1.18274,2.12902,1.4528,0.004555,0.004555,0.004555
68,2575.64,1.02621,0.99372,1.38153,0.80326,0.79366,0.85689,0.54936,1.21836,2.45633,1.46784,0.0044725,0.0044725,0.0044725
69,2613.31,1.00694,0.9971,1.37164,0.85133,0.76888,0.8481,0.54332,1.24201,2.21295,1.46187,0.00439,0.00439,0.00439
70,2651.11,1.00256,0.9865,1.36769,0.81923,0.7629,0.85715,0.53585,1.25436,2.38446,1.48361,0.0043075,0.0043075,0.0043075
71,2688.99,1.03214,0.98836,1.38597,0.82944,0.78958,0.86679,0.55426,1.21929,2.50719,1.47593,0.004225,0.004225,0.004225
72,2726.93,1.0097,0.97047,1.36711,0.86074,0.76553,0.8684,0.5494,1.19173,2.46934,1.46175,0.0041425,0.0041425,0.0041425
73,2764.75,1.00885,0.96613,1.37337,0.83923,0.79506,0.85537,0.56379,1.19132,2.38902,1.44764,0.00406,0.00406,0.00406
74,2802.64,0.99942,0.95681,1.36688,0.84009,0.77756,0.85049,0.55111,1.16743,2.40813,1.43619,0.0039775,0.0039775,0.0039775
75,2840.43,0.99376,0.97123,1.35993,0.79431,0.80482,0.85502,0.53891,1.20265,2.38267,1.45357,0.003895,0.003895,0.003895
76,2878.16,0.98753,0.96567,1.35367,0.86239,0.74148,0.84267,0.53008,1.20301,2.38171,1.46589,0.0038125,0.0038125,0.0038125
77,2915.72,1.00441,0.95851,1.36661,0.85734,0.78357,0.85525,0.55153,1.17365,2.48342,1.42755,0.00373,0.00373,0.00373
78,2953.42,0.98326,0.94531,1.36075,0.85014,0.78444,0.86698,0.55148,1.1567,2.31598,1.42015,0.0036475,0.0036475,0.0036475
79,2991.23,0.9813,0.96306,1.34852,0.85778,0.78562,0.86682,0.55577,1.1829,2.66953,1.44015,0.003565,0.003565,0.003565
80,3028.99,0.99881,0.95485,1.36309,0.85846,0.7779,0.86977,0.55286,1.17188,2.46554,1.43619,0.0034825,0.0034825,0.0034825
81,3066.76,0.97031,0.94463,1.34168,0.86067,0.7675,0.8659,0.54461,1.19182,2.49856,1.44566,0.0034,0.0034,0.0034
82,3104.51,0.99261,0.92643,1.35801,0.84317,0.7542,0.86136,0.54699,1.1762,2.39683,1.44133,0.0033175,0.0033175,0.0033175
83,3142.31,0.97047,0.92637,1.35559,0.87593,0.74989,0.86785,0.54362,1.18655,2.36464,1.45078,0.003235,0.003235,0.003235
