epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,25575.7,1.13012,1.0636,1.37085,0.83886,0.80527,0.878,0.60351,1.06999,0.82122,1.27576,0.004258,0.004258,0.004258
118,25793.8,1.13658,1.04519,1.37829,0.83792,0.80615,0.87829,0.60395,1.0692,0.82073,1.27523,0.0042085,0.0042085,0.0042085
119,26011.9,1.1317,1.03656,1.37221,0.83812,0.8071,0.87827,0.60485,1.06914,0.82082,1.27466,0.004159,0.004159,0.004159
120,26229.4,1.11229,1.02364,1.36273,0.83898,0.80652,0.8783,0.60417,1.06797,0.82107,1.2733,0.0041095,0.0041095,0.0041095
121,26446.6,1.12569,1.0278,1.37101,0.83979,0.80794,0.87947,0.60511,1.06718,0.82134,1.27264,0.00406,0.00406,0.00406
122,26664.2,1.11855,1.02948,1.36385,0.84141,0.80756,0.87947,0.60594,1.06699,0.82107,1.27223,0.0040105,0.0040105,0.0040105
123,26881.7,1.12121,1.02571,1.36833,0.84529,0.80402,0.87894,0.60601,1.06687,0.82198,1.27211,0.003961,0.003961,0.003961
124,27099.1,1.10307,1.0176,1.35404,0.84907,0.80134,0.87954,0.60717,1.06663,0.82189,1.27174,0.0039115,0.0039115,0.0039115
125,27317.3,1.11592,1.03046,1.36536,0.84784,0.80292,0.87953,0.60693,1.06575,0.8218,1.27117,0.003862,0.003862,0.003862
126,27535.1,1.12249,1.03615,1.36294,0.84795,0.80324,0.87966,0.60743,1.06596,0.82175,1.27116,0.0038125,0.0038125,0.0038125
127,27753.1,1.11488,1.02367,1.36224,0.84611,0.80166,0.87996,0.60825,1.06532,0.82105,1.27075,0.003763,0.003763,0.003763
128,27971,1.10938,1.01215,1.35565,0.84484,0.80573,0.87973,0.60861,1.06585,0.8212,1.27093,0.0037135,0.0037135,0.0037135
129,28188.7,1.10622,1.01048,1.35636,0.84339,0.8076,0.88104,0.60861,1.06516,0.82096,1.27014,0.003664,0.003664,0.003664
130,28406.5,1.10875,1.01134,1.35599,0.84844,0.80156,0.88028,0.60969,1.0645,0.82137,1.26982,0.0036145,0.0036145,0.0036145
131,28624.5,1.09194,1.0045,1.34846,0.85122,0.80086,0.88066,0.61004,1.06417,0.82094,1.26967,0.003565,0.003565,0.003565
132,28842,1.10171,0.99943,1.35298,0.85181,0.80058,0.88057,0.60975,1.06482,0.82087,1.27008,0.0035155,0.0035155,0.0035155
133,29059.6,1.0951,0.99935,1.34788,0.85466,0.79903,0.88073,0.61043,1.06399,0.82092,1.26939,0.003466,0.003466,0.003466
134,29278,1.10288,1.01084,1.35292,0.85421,0.79785,0.88103,0.6099,1.06386,0.82044,1.26926,0.0034165,0.0034165,0.0034165
